logEUR/USD,logGBP/USD,logJPY/USD,IVEUR/USD,IVGBP/USD,IVJPY/USD
0.169320745,0.550257853,-4.756001076,0.007612563,0.007056,0.006520563
0.168138112,0.546906798,-4.765416535,0.007965563,0.00714025,0.006601563
0.16847615,0.540287334,-4.769921622,0.008235563,0.00748225,0.006847563
0.169320745,0.54522705,-4.769327772,0.00837225,0.00748225,0.007267563
0.169405165,0.544357107,-4.769158036,0.00819025,0.007396,0.007225
0.167207919,0.543196004,-4.770176021,0.008055063,0.00731025,0.007267563
0.183487543,0.557155621,-4.755140713,0.00855625,0.007569,0.007396
0.192684344,0.564461173,-4.754451889,0.00893025,0.007921,0.007569
0.191033497,0.562696751,-4.752382566,0.00874225,0.007921,0.00748225
0.194908672,0.571318472,-4.739613663,0.008464,0.00765625,0.00697225
0.189214413,0.56815069,-4.739526238,0.00837225,0.009025,0.007056
0.187889361,0.568433936,-4.739176466,0.00819025,0.00855625,0.007056
0.192601866,0.56769733,-4.737688566,0.007921,0.008464,0.00680625
0.185400146,0.565541056,-4.739001534,0.00837225,0.00912025,0.00697225
0.193920693,0.574645136,-4.738826571,0.00801025,0.00837225,0.00680625
0.192189376,0.569792402,-4.744410253,0.008281,0.00874225,0.007056
0.191116104,0.569396373,-4.748750914,0.0081,0.008464,0.00714025
0.191859261,0.567583958,-4.746930131,0.0081,0.00874225,0.00714025
0.19062036,0.565484249,-4.748404354,0.00765625,0.0081,0.006724
0.193838317,0.571826645,-4.747277203,0.007569,0.007744,0.006561
0.207826847,0.580985814,-4.739701079,0.00837225,0.008464,0.00714025
0.205549683,0.579530454,-4.742232836,0.00801025,0.00819025,0.00697225
0.202124184,0.578521655,-4.751950917,0.00783225,0.007921,0.006889
0.199260611,0.576894224,-4.757032535,0.007569,0.007921,0.00680625
0.190289726,0.569905524,-4.764308407,0.00748225,0.00783225,0.006724
0.189876281,0.57013173,-4.767118953,0.007569,0.007744,0.00680625
0.19499096,0.57588276,-4.764052511,0.00765625,0.007921,0.00697225
0.187060311,0.572954995,-4.771362361,0.00783225,0.007921,0.007056
0.190455057,0.576894224,-4.775081723,0.007744,0.0081,0.007056
0.184236389,0.566392772,-4.778535085,0.007744,0.0081,0.007056
0.179567769,0.558415067,-4.779291546,0.007396,0.007921,0.007056
0.180736969,0.556811861,-4.770430355,0.007225,0.00837225,0.00714025
0.17923346,0.554804231,-4.774912961,0.00731025,0.00819025,0.007225
0.1806535,0.554574531,-4.77794633,0.00731025,0.00819025,0.007225
0.174205376,0.556410657,-4.770006428,0.007569,0.00874225,0.00731025
0.173953307,0.554631961,-4.76873357,0.00748225,0.00837225,0.007056
0.175296942,0.551871593,-4.765757251,0.007225,0.008649,0.00680625
0.17302851,0.554344778,-4.769751986,0.007396,0.008464,0.00697225
0.174541369,0.553482733,-4.767033901,0.00731025,0.00837225,0.006889
0.17697395,0.554631961,-4.771362361,0.007225,0.00801025,0.00680625
0.177225259,0.55606664,-4.77263188,0.007056,0.00801025,0.00664225
0.175045148,0.557212903,-4.776515052,0.006889,0.00765625,0.0064
0.174961202,0.556009292,-4.775166093,0.00680625,0.00748225,0.00616225
0.175716458,0.560757993,-4.763113664,0.00648025,0.00837225,0.006084
0.172102857,0.556754556,-4.761062206,0.00616225,0.00837225,0.005776
0.169573984,0.553885113,-4.755312844,0.00616225,0.008836,0.00600625
0.175632569,0.561727842,-4.751778206,0.005776,0.008464,0.005625
0.175464769,0.559501496,-4.754279609,0.005929,0.00837225,0.00555025
0.185566287,0.561955905,-4.752382566,0.00585225,0.00819025,0.005476
0.185981518,0.562468857,-4.757290234,0.00632025,0.007921,0.00540225
0.183903638,0.559844333,-4.766863775,0.00648025,0.0081,0.005625
0.172860273,0.551641218,-4.769412629,0.006241,0.00819025,0.00585225
0.175968083,0.552735027,-4.769158036,0.0064,0.0081,0.00585225
0.175045148,0.551468402,-4.772293499,0.00632025,0.00837225,0.00585225
0.174961202,0.546212072,-4.77887136,0.006084,0.007921,0.00555025
0.17923346,0.550027106,-4.777525578,0.005929,0.00783225,0.005776
0.183321057,0.557441998,-4.767374066,0.005776,0.007744,0.00540225
0.188137942,0.558300638,-4.765331338,0.00616225,0.0081,0.005476
0.197210169,0.563721633,-4.760548683,0.005776,0.007396,0.004761
0.197784717,0.56326626,-4.753072816,0.00600625,0.0081,0.00469225
0.196224462,0.563323193,-4.756345014,0.00616225,0.00855625,0.004761
0.19004168,0.558186195,-4.764478968,0.005776,0.00819025,0.004624
0.188552107,0.557785543,-4.761831996,0.00540225,0.00801025,0.004489
0.179651328,0.550546212,-4.770091228,0.00525625,0.00783225,0.004356
0.185566287,0.555550393,-4.765927565,0.00540225,0.007744,0.004489
0.183570776,0.557785543,-4.760120546,0.005625,0.00837225,0.00469225
0.182071526,0.555435635,-4.770345584,0.00570025,0.00837225,0.004761
0.184652172,0.550949775,-4.768903378,0.005625,0.0081,0.00469225
0.196060083,0.557556526,-4.765160922,0.00540225,0.00801025,0.004489
0.191776716,0.552504851,-4.768648655,0.00570025,0.007921,0.00469225
0.194085424,0.55382764,-4.767799109,0.005776,0.00783225,0.00497025
0.203593692,0.562411875,-4.766353224,0.00632025,0.00765625,0.00511225
0.206282194,0.561898894,-4.765246134,0.00714025,0.0081,0.00555025
0.201143311,0.560815069,-4.767969076,0.007225,0.007744,0.005625
0.190207051,0.555607767,-4.773139237,0.006561,0.00731025,0.00525625
0.191363885,0.556181325,-4.773730828,0.00616225,0.007396,0.00497025
0.194661769,0.558701084,-4.772801027,0.006084,0.006889,0.00483025
0.191116104,0.559730067,-4.774659764,0.00600625,0.00680625,0.0049
0.191611604,0.561214509,-4.774828569,0.00585225,0.0064,0.00469225
0.191446465,0.559901461,-4.776177983,0.005776,0.00616225,0.00469225
0.203267321,0.571036042,-4.768648655,0.006561,0.00697225,0.00469225
0.209206886,0.578577726,-4.764137817,0.00680625,0.00714025,0.005476
0.21333561,0.583611293,-4.764052511,0.00714025,0.00765625,0.00555025
0.208232939,0.575489137,-4.76669362,0.00680625,0.00697225,0.00540225
0.210341959,0.577904665,-4.758577733,0.006561,0.00697225,0.005184
0.214950076,0.580482275,-4.741011409,0.007396,0.009604,0.00570025
0.21760826,0.580929877,-4.743452774,0.00714025,0.008836,0.00525625
0.21929616,0.578297339,-4.742407204,0.00664225,0.00783225,0.0049
0.225939639,0.588508626,-4.737513373,0.00664225,0.008281,0.00497025
0.233569017,0.601579987,-4.734793954,0.006889,0.00837225,0.005184
0.229761604,0.601305977,-4.730215675,0.00731025,0.00931225,0.00555025
0.232697764,0.609602515,-4.730127425,0.00765625,0.009025,0.00616225
0.233648184,0.611123345,-4.732947556,0.00748225,0.00893025,0.00648025
0.238623122,0.616590058,-4.733035557,0.00748225,0.008836,0.00664225
0.241140628,0.619877319,-4.722775428,0.00801025,0.009025,0.006724
0.239646623,0.619339163,-4.715279409,0.00819025,0.01113025,0.00697225
0.243730185,0.624332865,-4.710070596,0.00765625,0.01050625,0.00664225
0.246469377,0.62374351,-4.703928958,0.008464,0.012769,0.007225
0.249434885,0.632335041,-4.707004492,0.00819025,0.01071225,0.00697225
0.256114003,0.639166067,-4.700753056,0.009072563,0.01311025,0.00801025
0.245922138,0.630952577,-4.705286977,0.00931225,0.012769,0.0081
0.251458862,0.635623994,-4.698205052,0.008836,0.01134225,0.007921
0.242632404,0.63148452,-4.709259895,0.009025,0.012769,0.0081
0.251147748,0.638849377,-4.707636518,0.008836,0.01155625,0.0081
0.245296356,0.629781305,-4.715548093,0.008649,0.01092025,0.0081
0.251925353,0.634564223,-4.714114273,0.00874225,0.01134225,0.0081
0.249590721,0.631324967,-4.716979861,0.00912025,0.011881,0.008649
0.243416656,0.625189487,-4.725970886,0.009216,0.01243225,0.008464
0.247016316,0.629195154,-4.715906228,0.00893025,0.011664,0.0081
0.242004559,0.6200925,-4.725084283,0.0081,0.011236,0.00748225
0.242867744,0.619715902,-4.722152901,0.008464,0.01092025,0.00748225
0.252624681,0.633131748,-4.719569726,0.008836,0.011236,0.00801025
0.24795323,0.626259235,-4.72401932,0.008836,0.01092025,0.00801025
0.247016316,0.623582717,-4.724374433,0.007921,0.010201,0.00714025
0.256423577,0.632600681,-4.715368978,0.007569,0.00931225,0.007056
0.255184707,0.62738124,-4.720282993,0.00837225,0.01010025,0.007396
0.249356958,0.620791518,-4.729950903,0.00801025,0.00912025,0.007225
0.246000333,0.618531387,-4.732243269,0.00783225,0.00874225,0.00697225
0.235309248,0.612045579,-4.737863728,0.00731025,0.00819025,0.00680625
0.234439511,0.610417533,-4.736110725,0.007396,0.008464,0.00680625
0.230238324,0.61096051,-4.739351367,0.007569,0.008464,0.006889
0.225859859,0.606771965,-4.748577649,0.00748225,0.008464,0.006889
0.230556011,0.611340418,-4.745453731,0.00748225,0.0081,0.00697225
0.233885648,0.614374499,-4.743104372,0.00697225,0.00783225,0.00680625
0.234518609,0.615185639,-4.746582939,0.00680625,0.007396,0.00648025
0.229364163,0.610091605,-4.748837536,0.006724,0.007056,0.00632025
0.229761604,0.61106907,-4.744236234,0.006241,0.007396,0.00585225
0.23594131,0.612912788,-4.743888105,0.00632025,0.00765625,0.00585225
0.229364163,0.603277176,-4.754710253,0.00632025,0.007225,0.005625
0.223703395,0.603222473,-4.758320365,0.00632025,0.00731025,0.00570025
0.229841073,0.600648046,-4.755915073,0.00680625,0.00748225,0.006084
0.229364163,0.600044562,-4.756001076,0.00680625,0.007396,0.005929
0.227613546,0.598176943,-4.757547866,0.006724,0.007396,0.00585225
0.235783332,0.602948913,-4.746322466,0.00632025,0.007225,0.00570025
0.246234883,0.614374499,-4.740225417,0.00648025,0.0081,0.00570025
0.247250627,0.611123345,-4.742058438,0.006724,0.0081,0.00600625
0.247094425,0.612208238,-4.742320024,0.006889,0.00783225,0.00600625
0.241140628,0.606499374,-4.751259892,0.006889,0.007921,0.006084
0.245139849,0.608405952,-4.746235626,0.006724,0.007744,0.00600625
0.247641023,0.615617978,-4.736110725,0.006889,0.007921,0.006084
0.241926051,0.610906225,-4.73838903,0.006724,0.009025,0.005929
0.244983318,0.612154021,-4.738126413,0.00648025,0.00837225,0.005776
0.239331812,0.606771965,-4.74927053,0.00632025,0.00819025,0.005776
0.238386781,0.611774422,-4.748577649,0.005929,0.007921,0.005625
0.235072122,0.609493796,-4.754451889,0.005776,0.00731025,0.005776
0.224342832,0.598396844,-4.763881877,0.005929,0.00731025,0.005625
0.2234635,0.602018247,-4.764990477,0.006084,0.007225,0.00570025
0.230317755,0.610906225,-4.760976637,0.0064,0.007225,0.00600625
0.233806499,0.614212192,-4.761575465,0.005776,0.00714025,0.005625
0.238465567,0.620576488,-4.755226782,0.005625,0.007056,0.005476
0.233569017,0.615726034,-4.759777904,0.00585225,0.007056,0.00555025
0.229284656,0.60965687,-4.764308407,0.00570025,0.006561,0.005329
0.239803992,0.617561194,-4.756001076,0.00555025,0.0064,0.005329
0.2390169,0.619392992,-4.751605464,0.005625,0.00714025,0.005476
0.243730185,0.622724716,-4.741796784,0.005625,0.007056,0.00540225
0.244278624,0.624600638,-4.742058438,0.00632025,0.00819025,0.005929
0.24912314,0.629141851,-4.741011409,0.00664225,0.007921,0.006241
0.245609296,0.629514915,-4.742145641,0.00680625,0.00801025,0.0064
0.247328718,0.635147236,-4.7447582,0.00648025,0.007396,0.00616225
0.252857681,0.645583764,-4.740050668,0.00632025,0.007225,0.00632025
0.250135956,0.645006805,-4.745975063,0.00648025,0.00765625,0.006724
0.249434885,0.645636198,-4.747537427,0.00632025,0.00748225,0.006440063
0.25176988,0.644482009,-4.748144355,0.006084,0.006724,0.006045063
0.246234883,0.638690995,-4.747537427,0.00585225,0.006561,0.005814063
0.241140628,0.63700002,-4.75617306,0.00555025,0.006561,0.005662563
0.240039999,0.635676953,-4.759777904,0.00570025,0.006561,0.005662563
0.245765729,0.638532587,-4.754710253,0.005776,0.006561,0.005662563
0.249980205,0.63969366,-4.752296251,0.005776,0.00648025,0.005662563
0.249045189,0.634458184,-4.752986561,0.00570025,0.00664225,0.005738063
0.249045189,0.632069331,-4.751778206,0.005476,0.0064,0.005625
0.254176994,0.638374155,-4.752382566,0.00600625,0.006724,0.006084
0.24678195,0.635253202,-4.758491951,0.006241,0.006724,0.00616225
0.245609296,0.638162872,-4.757547866,0.00616225,0.00664225,0.00600625
0.243651812,0.635359157,-4.758320365,0.005776,0.00632025,0.00585225
0.243259855,0.635253202,-4.764393692,0.005776,0.006241,0.00570025
0.245609296,0.638426968,-4.763796549,0.005929,0.0064,0.00585225
0.248811298,0.640906069,-4.758835034,0.00616225,0.006561,0.00600625
0.249512806,0.643956936,-4.763369801,0.0064,0.00648025,0.00616225
0.248109297,0.643694297,-4.765416535,0.00616225,0.006241,0.005929
0.249746533,0.64479692,-4.762857462,0.00600625,0.00616225,0.00585225
0.252547002,0.644954338,-4.753848778,0.005929,0.006724,0.00555025
0.248499359,0.638585393,-4.753934959,0.00632025,0.00714025,0.00600625
0.247328718,0.633556399,-4.759177998,0.006084,0.006561,0.005814063
0.24137632,0.628928608,-4.757376119,0.005625,0.00648025,0.005513063
0.237204235,0.623582717,-4.761233322,0.005625,0.00616225,0.005439063
0.2390169,0.623261053,-4.767799109,0.005625,0.0064,0.005439063
0.2378351,0.627915086,-4.770430355,0.00555025,0.006241,0.00540225
0.238386781,0.629781305,-4.767969076,0.00540225,0.006241,0.00525625
0.240904881,0.634299105,-4.766948842,0.005184,0.00616225,0.00497025
0.236415094,0.631697218,-4.766948842,0.005041,0.00616225,0.00483025
0.239410524,0.631590875,-4.770430355,0.00511225,0.00616225,0.00497025
0.237440856,0.632069331,-4.768139014,0.00483025,0.005776,0.00483025
0.237992754,0.635041259,-4.766523436,0.004761,0.00585225,0.004761
0.2453746,0.642853387,-4.756087071,0.00455625,0.00511225,0.004356
0.245922138,0.642380064,-4.758148751,0.0049,0.005476,0.00455625
0.242553945,0.642011768,-4.758835034,0.0049,0.00585225,0.004624
0.23791393,0.638954951,-4.763284429,0.00483025,0.005329,0.00442225
0.239174368,0.636047589,-4.766268106,0.00469225,0.005041,0.004356
0.239095638,0.628608659,-4.768988271,0.00429025,0.004624,0.00416025
0.236809742,0.627167622,-4.772124266,0.00403225,0.004624,0.00403225
0.242161557,0.63472326,-4.767544105,0.004225,0.004624,0.00429025
0.24137632,0.635306181,-4.770006428,0.004225,0.004761,0.004356
0.239882667,0.634829271,-4.770006428,0.004096,0.004624,0.004225
0.238623122,0.630633275,-4.767714115,0.004489,0.004761,0.004489
0.230952978,0.626259235,-4.779123493,0.00429025,0.00442225,0.00429025
0.231191083,0.624332865,-4.780047436,0.004489,0.00525625,0.00455625
0.226019412,0.616967834,-4.785155683,0.00469225,0.005329,0.00469225
0.224502627,0.617129694,-4.785406236,0.00497025,0.005625,0.00483025
0.22777282,0.620038709,-4.781976562,0.00469225,0.005476,0.00455625
0.224342832,0.618423634,-4.784487234,0.004225,0.00511225,0.004225
0.225780073,0.621436333,-4.779375562,0.00469225,0.00525625,0.004489
0.226657371,0.625884954,-4.778366904,0.004489,0.005329,0.00442225
0.225620481,0.624761268,-4.778535085,0.00429025,0.005476,0.00416025
0.233410664,0.630047624,-4.771955004,0.003844,0.0049,0.00390625
0.232142935,0.633025557,-4.776515052,0.003721,0.004624,0.003721
0.227135573,0.627274436,-4.781725148,0.00366025,0.00469225,0.003721
0.227693186,0.62732784,-4.782060353,0.00354025,0.004761,0.00366025
0.231270439,0.629674758,-4.779795536,0.00354025,0.00469225,0.00366025
0.238386781,0.636788447,-4.774068722,0.00319225,0.00429025,0.00319225
0.242161557,0.6408007,-4.767118953,0.002809,0.00416025,0.00286225
0.240983469,0.642643048,-4.76609785,0.00330625,0.004761,0.003249
0.243965267,0.645636198,-4.761917492,0.003249,0.00455625,0.00330625
0.243495048,0.646474772,-4.762772046,0.003721,0.005041,0.00378225
0.245061587,0.646317593,-4.763284429,0.003721,0.00511225,0.003721
0.240354588,0.642327458,-4.770769367,0.00378225,0.0049,0.00366025
0.240747685,0.640431823,-4.773054695,0.00319225,0.004356,0.00319225
0.244748475,0.644901868,-4.768139014,0.003249,0.004356,0.003249
0.243495048,0.644482009,-4.769327772,0.0036,0.004489,0.003481
0.249045189,0.64458699,-4.770006428,0.00354025,0.00429025,0.003481
0.250058084,0.647417329,-4.766778701,0.004389063,0.00469225,0.004192563
0.247328718,0.642537863,-4.771870362,0.004489,0.00483025,0.00416025
0.247719084,0.639377137,-4.767374066,0.004225,0.004624,0.004096
0.24912314,0.636100525,-4.770684624,0.00390625,0.00455625,0.00390625
0.246313053,0.63541213,-4.772547295,0.003481,0.00442225,0.00366025
0.249045189,0.639535411,-4.768563733,0.00308025,0.004225,0.003025
0.24826534,0.640695321,-4.77102355,0.00319225,0.004096,0.003249
0.250135956,0.641116772,-4.769836808,0.003025,0.004096,0.00308025
0.25812452,0.649717623,-4.759520846,0.00330625,0.004096,0.00319225
0.258047267,0.650083091,-4.756001076,0.004128063,0.0049,0.003751563
0.270027137,0.658969729,-4.752382566,0.00555025,0.00616225,0.0049
0.272543054,0.661450094,-4.754365752,0.00616225,0.00570025,0.00525625
0.27748021,0.668854488,-4.754968551,0.005776,0.00540225,0.00525625
0.274292835,0.666084261,-4.75677477,0.005329,0.00525625,0.0049
0.280884018,0.676255313,-4.751778206,0.0049,0.005184,0.00483025
0.287957035,0.683399829,-4.748664286,0.005041,0.005476,0.00511225
0.288181947,0.683702722,-4.747277203,0.00585225,0.006084,0.005776
0.286456322,0.67965659,-4.743713995,0.00540225,0.006241,0.00540225
0.283824642,0.67620446,-4.747277203,0.00540225,0.006241,0.005476
0.284201021,0.674728595,-4.74701691,0.005625,0.00616225,0.005625
0.277707491,0.670543634,-4.756946621,0.00570025,0.005776,0.00570025
0.280279743,0.671565973,-4.762088461,0.00600625,0.00555025,0.00600625
0.283824642,0.678439552,-4.760291823,0.00555025,0.005329,0.005625
0.2786161,0.676611212,-4.766948842,0.005184,0.0049,0.005329
0.273380288,0.673097523,-4.769327772,0.00483025,0.00455625,0.004761
0.268652147,0.668956942,-4.771955004,0.004761,0.00442225,0.004761
0.269950798,0.666957197,-4.771870362,0.00442225,0.004356,0.00455625
0.276949686,0.67732263,-4.771955004,0.004489,0.00416025,0.00469225
0.275660097,0.67523776,-4.774406503,0.0049,0.00390625,0.00497025
0.275736001,0.673607519,-4.773392818,0.004624,0.003969,0.004761
0.272847583,0.672332041,-4.778030459,0.00455625,0.003721,0.00455625
0.272086085,0.673199543,-4.777441407,0.00455625,0.00390625,0.00455625
0.269874454,0.669776194,-4.780467128,0.004489,0.003969,0.00455625
0.27140024,0.670952695,-4.777862194,0.00455625,0.00403225,0.004624
0.273760617,0.674321076,-4.778619164,0.00455625,0.003969,0.004624
